question,sparql
What Paul Lukas prize was awarded to the winner James Cagney?,SELECT ?answer WHERE { wd:Q182057 wdt:P166 ?answer . ?answer wdt:P1346 wd:Q94041}
What are the literary form which start with the letter Y,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q4263830 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'y')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
When did Adolph Marx start using his given name Arthur?,SELECT ?value WHERE { wd:Q317237 p:P735 ?s . ?s ps:P735 wd:Q1778168 . ?s pq:P580 ?value}
WHICH ARE THE NUT THAT CONTAINS THE WORD NUT IN THEIR NAME,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q11009 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'nut')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Tell me spaceport whose name has the word station in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q194188 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'station')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Where is the human place of birth in Thessaloniki?,select distinct ?sbj where { ?sbj wdt:P19 wd:Q17151 . ?sbj wdt:P31 wd:Q5 }
who river for located in or next to body of water of Aachen?,select distinct ?obj where { wd:Q1017 wdt:P206 ?obj . ?obj wdt:P31 wd:Q4022 }
Which is the town of Tottori Prefecture that has point on the globe is 133.43?,"SELECT ?answer WHERE { wd:Q133935 wdt:P150 ?answer . ?answer wdt:P625 ?x FILTER(contains(?x,'133.43'))}"
When did Nobuaki Kurumatani become  chief executive officer at Toshiba?,SELECT ?value WHERE { wd:Q49125 p:P169 ?s . ?s ps:P169 wd:Q11637325 . ?s pq:P580 ?value}
What use does the killer whale provide to the mirror test determination method?,SELECT ?obj WHERE { wd:Q26843 p:P2283 ?s . ?s ps:P2283 ?obj . ?s pq:P459 wd:Q1430725 }
When did Alberto Dines receive the Austrian Holocaust Memorial Award?,SELECT ?value WHERE { wd:Q682556 p:P166 ?s . ?s ps:P166 wd:Q313418 . ?s pq:P585 ?value}
What are the signs of Typhoid fever which can be treated with Dopamine?,SELECT ?answer WHERE { wd:Q83319 wdt:P780 ?answer . ?answer wdt:P2176 wd:Q170304}
What is the Indian band of the Algonquian ethnicity with the least members.,select ?ent where { ?ent wdt:P31 wd:Q2882257 . ?ent wdt:P2124 ?obj . ?ent wdt:P172 wd:Q135863} ORDER BY ASC(?obj)LIMIT 5
What is the sex or gender and the religion of Eddie_Izzard ?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q254022 wdt:P21 ?ans_1 . wd:Q254022 wdt:P140 ?ans_2 }
Who translated One Hundred Years of Solitude,select distinct ?obj where { wd:Q178869 wdt:P655 ?obj . ?obj wdt:P31 wd:Q5 }
Tell me paramedical speciality whose name has the word therapy in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q30109942 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'therapy')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
How many awards has Bashar al-Assad received for Order of the Liberator?,SELECT ?value WHERE { wd:Q44329 p:P166 ?s . ?s ps:P166 wd:Q2452975 . ?s pq:P585 ?value}
What County Kerry prefecture has County Tipperary districts?,SELECT ?answer WHERE { wd:Q184469 wdt:P131 ?answer . ?answer wdt:P150 wd:Q184618}
For which company is Mark Zuckerberg the CEO?,select distinct ?sbj where { ?sbj wdt:P169 wd:Q36215 . ?sbj wdt:P31 wd:Q4830453 }
What is the material produced of the works by Gosta Bystedt?,SELECT ?answer WHERE { wd:Q5591474 wdt:P108 ?X . ?X wdt:P1056 ?answer}
When did Kliningrad split from Baranovichi?,SELECT ?value WHERE { wd:Q1829 p:P190 ?s . ?s ps:P190 wd:Q237655 . ?s pq:P580 ?value}
What location displaying the Coat of arms of Vyazma is the birthplace of Boris Godunov?,SELECT ?answer WHERE { wd:Q170172 wdt:P19 ?answer . ?answer wdt:P237 wd:Q27902440}
who is the partner of Pablo Picasso?,select distinct ?sbj where { ?sbj wdt:P451 wd:Q5593 . ?sbj wdt:P31 wd:Q5 }
Where is the headquarters of the national museum of Prague?,SELECT ?obj WHERE { wd:Q188112 p:P159 ?s . ?s ps:P159 ?obj . ?s pq:P276 wd:Q43755714 }
What twinned administrative body of Murmansk started on 10-14-1994?,"SELECT ?obj WHERE { wd:Q1763 p:P190 ?s . ?s ps:P190 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1994')) }"
Tell me the historical language that contains the word 'ancient' in its name and that has the grammatical feminine gender.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q2315359 . ?sbj wdt:P5109 wd:Q1775415 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'ancient')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
"Which unit of time starts with the letter ""y"" and measures physical quantity or duration?","SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q1790144 . ?sbj wdt:P111 wd:Q2199864 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'y')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
"On Jan. 1st, 2012, what award did Clayton Kershaw receive?","SELECT ?obj WHERE { wd:Q520665 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'2012')) }"
"who child  of has brother of Arthur Baldwin, 3rd earl baldwin of bewdley ?",SELECT ?answer WHERE { wd:Q4797909 wdt:P3373 ?X . ?X wdt:P22 ?answer}
"What are the software companies  that contain the word ""xanalys"" in their names ?","SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q1058914 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'xanalys')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
How many attributes does Zeus have?,SELECT (COUNT(?obj) AS ?value ) { wd:Q34201 wdt:P4185 ?obj }
What is the name of the theatrical character of Hamlet?,select distinct ?obj where { wd:Q41567 wdt:P674 ?obj . ?obj wdt:P31 wd:Q3375722 }
How many licenses are also copyrighted?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P275 wd:Q12948581 }
What are the group or class of chemical substances which start with the letter v,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q17339814 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'v')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What are the uses and the opposite of linear regression?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q10861030 wdt:P2283 ?ans_1 . wd:Q10861030 wdt:P461 ?ans_2 }
Tell me  Jewish denomination whose name has the word judaism  in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q3001185 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'judaism')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
When did Allen Iverson begin playing for the Philadelphia 76ers?,SELECT ?value WHERE { wd:Q190094 p:P54 ?s . ?s ps:P54 wd:Q138089 . ?s pq:P580 ?value}
When was William Ramsay nominated for a Nobel Prize in Chemistry?,SELECT ?value WHERE { wd:Q950726 p:P1411 ?s . ?s ps:P1411 wd:Q44585 . ?s pq:P585 ?value}
What was Ruth Gordon nominated for at the 20th Academy Awards?,SELECT ?obj WHERE { wd:Q232562 p:P1411 ?s . ?s ps:P1411 ?obj . ?s pq:P805 wd:Q303473 }
What was Al Green nominated for at the 37th Tony Awards?,SELECT ?obj WHERE { wd:Q313260 p:P1411 ?s . ?s ps:P1411 ?obj . ?s pq:P805 wd:Q4635918 }
What legislative body of West Virginia has a part in the West Virginia House of Delegates?,SELECT ?obj WHERE { wd:Q1371 p:P194 ?s . ?s ps:P194 ?obj . ?s pq:P527 wd:Q320278 }
What was the award received by Peter Carey for work in the Miles Franklin Litererary Award?,SELECT ?value WHERE { wd:Q313254 p:P166 ?s . ?s ps:P166 wd:Q996 . ?s pq:P1686 ?value}
What are the cross  which start with the letter w,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q40843 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'w')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What area of Northern England has the greatest number of imports?,select ?ent where { ?ent wdt:P31 wd:Q518261 . ?ent wdt:P2136 ?obj . ?ent wdt:P910 wd:Q30564613 } ORDER BY DESC(?obj)LIMIT 5
How many anthems are by God Save the Queen?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P85 wd:Q40807 }
What are the kinship  which start with the letter u,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q171318 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'u')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Which is   prequel  game platform of The Sims 2: Pets ?,SELECT ?answer WHERE { wd:Q751329 wdt:P400 ?X . ?X wdt:P156 ?answer}
"what is the {temperature} for {2,4,6-trinitrotoluene} which has {density} as {1.65} ?","SELECT ?value WHERE { wd:Q170167 p:P2054 ?s . ?s ps:P2054 ?x filter(contains(?x,'1.65')) . ?s pq:P2076 ?value}"
what is the facet of a polytope shape of six-side die?,SELECT ?answer WHERE { wd:Q17639282 wdt:P1419 ?X . ?X wdt:P1312 ?answer}
Who replaced Max Aitken of 1st Baron Beaverbrook as the Chancellor of the Duchy of Lancaster?,SELECT ?value WHERE { wd:Q332454 p:P39 ?s . ?s ps:P39 wd:Q162754 . ?s pq:P1365 ?value}
Which is the posthumous work that was the notable work of Ludwig Wittgenstein?,select distinct ?obj where { wd:Q9391 wdt:P800 ?obj . ?obj wdt:P31 wd:Q17518461 }
What college down shares a border with Munich?,select distinct ?sbj where { ?sbj wdt:P47 wd:Q1726 . ?sbj wdt:P31 wd:Q1187811 }
Who is partner city of location born of Nicole Couderc ?,SELECT ?answer WHERE { wd:Q3341027 wdt:P19 ?X . ?X wdt:P190 ?answer}
What's the phase point of the critical point?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P873 wd:Q111059 }
Name the domain where Oscar Wisting got the participation for.,SELECT ?answer WHERE { wd:Q553187 wdt:P1344 ?X . ?X wdt:P710 ?answer}
Which  subsidiary company of developed by MP3?,SELECT ?answer WHERE { wd:Q42591 wdt:P178 ?X . ?X wdt:P355 ?answer}
What is the polymer of ethylene?,select distinct ?sbj where { ?sbj wdt:P4600 wd:Q151313 . ?sbj wdt:P31 wd:Q81163 }
Which country has Lockheed Martin's headquarters located in Bethesda?,SELECT ?value WHERE { wd:Q7240 p:P159 ?s . ?s ps:P159 wd:Q584451 . ?s pq:P17 ?value}
What is the canonisation status of the patron saint of zoos?,SELECT ?answer WHERE { wd:Q43501 wdt:P417 ?X . ?X wdt:P411 ?answer}
Who is the mother of Harold Godwinson and the child of the Gunhild of Wessex?,SELECT ?value WHERE { wd:Q159597 p:P40 ?s . ?s ps:P40 wd:Q4365556 . ?s pq:P25 ?value}
Whenwas the Canary Islands located in the the UTC+01:00 time zone?,SELECT ?value WHERE { wd:Q5813 p:P421 ?s . ?s ps:P421 wd:Q6655 . ?s pq:P1264 ?value}
Which gravitational-wave detector founded by Kip S. Thorne has the longest wavelength of sensitivity ?,select ?ent where { ?ent wdt:P31 wd:Q2302080 . ?ent wdt:P3737 ?obj . ?ent wdt:P112 wd:Q323320 } ORDER BY DESC(?obj)LIMIT 5
"Which mid-air collision, involving an F-16 Fighting Falcon, had the most survivors?",select ?ent where { ?ent wdt:P31 wd:Q1863435 . ?ent wdt:P1561 ?obj . ?ent wdt:P121 wd:Q100026 } ORDER BY DESC(?obj)LIMIT 5
How many members does FC Bayern Munich have?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P54 wd:Q15789 }
What is the funicular with the lowest average gradient whose source of energy is electricity?,select ?ent where { ?ent wdt:P31 wd:Q142031 . ?ent wdt:P2198 ?obj . ?ent wdt:P618 wd:Q12725} ORDER BY ASC(?obj)LIMIT 5
IBM has employees Wikimedia category?,select distinct ?obj where { wd:Q37156 wdt:P4195 ?obj . ?obj wdt:P31 wd:Q4167836 }
what is residence of don bluth that has start time of 1940-0-0?,"SELECT ?obj WHERE { wd:Q448957 p:P551 ?s . ?s ps:P551 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1940')) }"
What was the cause of death of Robert West?,SELECT ?answer WHERE { wd:Q1648686 wdt:P509 ?X . ?X wdt:P689 ?answer}
Name an academic major that starts with the letter E,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q4671286 . ?sbj wdt:P3095 wd:Q188094 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'e')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Who is the  {human} for {record held} of {marathon},select distinct ?obj where { wd:Q40244 wdt:P1000 ?obj . ?obj wdt:P31 wd:Q5 }
"Who did Nicole Kidman divorce on January 1, 2001?","SELECT ?obj WHERE { wd:Q37459 p:P26 ?s . ?s ps:P26 ?obj . ?s pq:P582 ?x filter(contains(YEAR(?x),'2001')) }"
How many medical conditions did Ludwig van Beethoven have?,SELECT (COUNT(?obj) AS ?value ) { wd:Q255 wdt:P1050 ?obj }
Tell me which is the ice age which contains the word age in it's name?,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q49367 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'age')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
who interior ministry for military branch of lavrentiy beria?,select distinct ?obj where { wd:Q141829 wdt:P241 ?obj . ?obj wdt:P31 wd:Q6589202 }
What award did Thomas Keneally receive in the year 1982?,"SELECT ?obj WHERE { wd:Q298334 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1982')) }"
Who married Mark Zuckerberg in Palo Alto?,SELECT ?obj WHERE { wd:Q36215 p:P26 ?s . ?s ps:P26 ?obj . ?s pq:P2842 wd:Q47265 }
"What golf  tournament contains the word ""championship "" in its name ?","SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q15259995 . ?sbj wdt:P2094 wd:Q55864193 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'championship')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
explain me that the artistic type that contains the word of venus which has its own name.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q16767597 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'venus')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Which is the type of number that is a disjoint union of the list values as qualifiers and contains the word number in it's name?,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q47460393 . ?sbj wdt:P2738 wd:Q23766486 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'number')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What award did Christopher Lambert receive in 1986?,"SELECT ?obj WHERE { wd:Q105158 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1986')) }"
What is the confusion in this birth record 1416-0-0?,"SELECT ?answer WHERE { wd:Q23009870 wdt:P1889 ?answer . ?answer wdt:P1249 ?x FILTER(contains(YEAR(?x),'1416'))}"
What group of people died in Tenochtitlan?,select distinct ?sbj where { ?sbj wdt:P20 wd:Q13695 . ?sbj wdt:P31 wd:Q5 }
How is the population of Norfolk estimated?,SELECT ?obj WHERE { wd:Q49231 p:P1082 ?s . ?s ps:P1082 ?obj . ?s pq:P459 wd:Q791801 }
Who is the leader of the Indian National Congress,select distinct ?obj where { wd:Q10225 wdt:P488 ?obj . ?obj wdt:P31 wd:Q5 }
Mention the Vidhan Sabha body of Karnataka.,select distinct ?obj where { wd:Q1185 wdt:P208 ?obj . ?obj wdt:P31 wd:Q3091020 }
Tell me the role of Simeon Denis Poison with Pierre-Simon Laplace?,SELECT ?value WHERE { wd:Q190772 p:P184 ?s . ?s ps:P184 wd:Q44481 . ?s pq:P3831 ?value}
Which sports team did Inzamam-ul-Haq start on in 1992?,"SELECT ?obj WHERE { wd:Q1393201 p:P54 ?s . ?s ps:P54 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1992')) }"
What award did Mikhail Prokhorov receive on 01/01/2006?,"SELECT ?obj WHERE { wd:Q233581 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'2006')) }"
tell me positive emotion name has the word trust in it,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q60539479 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'trust')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What artistic genre is the portrait of Christ when he appear to the disciples by the sea of Tiberias?,SELECT ?answer WHERE { wd:Q22260425 wdt:P180 ?X . ?X wdt:P136 ?answer}
who doctoral student of advisor of Johannes diderik van der waals ?,SELECT ?answer WHERE { wd:Q131721 wdt:P184 ?X . ?X wdt:P185 ?answer}
When was Lou Reed awarded o the Rock and Roll Hall of Fame?,SELECT ?value WHERE { wd:Q189080 p:P166 ?s . ?s ps:P166 wd:Q179191 . ?s pq:P585 ?value}
What are the kingdom which start with the letter zakhara,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q417175 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'zakhara')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
For what type of work Keira Knightley has received an Empire Award?,SELECT ?value WHERE { wd:Q42581 p:P166 ?s . ?s ps:P166 wd:Q3724813 . ?s pq:P1686 ?value}
who is the estimation for studied by of epidemiology?,select distinct ?sbj where { ?sbj wdt:P2579 wd:Q133805 . ?sbj wdt:P31 wd:Q965330 }
What are theAmerican football team which start with the letter w,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q17156793 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'w')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
"Where is twin town of Semarang, which has human population of 2 ?","SELECT ?answer WHERE { wd:Q11025 wdt:P190 ?answer . ?answer wdt:P1082 ?x FILTER(contains(?x,'2'))}"
Who founded the play for Martin Johnson?,SELECT ?answer WHERE { wd:Q2036406 wdt:P54 ?X . ?X wdt:P571 ?answer}
How many depositors are with the {United Nations Secretary-General} ?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P2058 wd:Q81066 }
"What was the kinship of Ella Fitzgerald's child Ray Brown, Jr.?",SELECT ?value WHERE { wd:Q1768 p:P40 ?s . ?s ps:P40 wd:Q7297244 . ?s pq:P1039 ?value}
What is John X's persumed date of date according to sourcing circumstances?,SELECT ?obj WHERE { wd:Q227976 p:P570 ?s . ?s ps:P570 ?obj . ?s pq:P1480 wd:Q18122778 }
When did Sergio Marqués Fernández leave his job as President of Asturias?,SELECT ?value WHERE { wd:Q3934 p:P6 ?s . ?s ps:P6 wd:Q3181289 . ?s pq:P582 ?value}
What type of employment does the son of Cynisca have?,SELECT ?answer WHERE { wd:Q267195 wdt:P22 ?X . ?X wdt:P106 ?answer}
When {start time} for {Olympias} has {spouse} as {Philip II of Macedon} ?,SELECT ?value WHERE { wd:Q223134 p:P26 ?s . ?s ps:P26 wd:Q130650 . ?s pq:P580 ?value}
When did Clyde Walcott started playing on the Guyana national cricket team?,SELECT ?value WHERE { wd:Q462487 p:P54 ?s . ?s ps:P54 wd:Q5622770 . ?s pq:P580 ?value}
What is the diplomatic relation of the land of Ujjain?,SELECT ?answer WHERE { wd:Q200119 wdt:P17 ?X . ?X wdt:P530 ?answer}
What are the examinations of the consequences of alcoholism?,SELECT ?answer WHERE { wd:Q15326 wdt:P1542 ?X . ?X wdt:P923 ?answer}
Which is the {taxon rank} and the {parent taxon} of {Chickpea} ?,SELECT ?ans_1 ?ans_2 WHERE { wd:Q81375 wdt:P105 ?ans_1 . wd:Q81375 wdt:P171 ?ans_2 }
What are the musical duo which start with the letter z,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q9212979 . ?sbj rdfs:label ?sbj_label . FILTER(STRSTARTS(lcase(?sbj_label), 'z')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
Where did Robert Penn Warren get his Master of Arts degree?,SELECT ?obj WHERE { wd:Q312720 p:P69 ?s . ?s ps:P69 ?obj . ?s pq:P512 wd:Q2091008 }
What is the time zone in Apulia that is standard time?,SELECT ?obj WHERE { wd:Q1447 p:P421 ?s . ?s ps:P421 ?obj . ?s pq:P1264 wd:Q1777301 }
What is the conflict in the branch of Enrique Camarena?,SELECT ?answer WHERE { wd:Q2786877 wdt:P241 ?X . ?X wdt:P607 ?answer}
What is birth place for starring of The 15:17 to Paris ?,SELECT ?answer WHERE { wd:Q31204331 wdt:P161 ?X . ?X wdt:P19 ?answer}
Which is the enterprise that is a subsidiary of CBS?,select distinct ?sbj where { ?sbj wdt:P355 wd:Q43380 . ?sbj wdt:P31 wd:Q6881511 }
Who was Jonas Salk's doctoral student?,select distinct ?obj where { wd:Q200101 wdt:P185 ?obj . ?obj wdt:P31 wd:Q5 }
Which is the antonym for CFSI of Gujarat?,SELECT ?answer WHERE { wd:Q1061 wdt:P1740 ?X . ?X wdt:P461 ?answer}
What is the country club with the lowest slope located in New Jersey?,select ?ent where { ?ent wdt:P31 wd:Q2022036 . ?ent wdt:P3840 ?obj . ?ent wdt:P131 wd:Q1408} ORDER BY ASC(?obj)LIMIT 5
"""Which is {taxon parent} of {Invertebrata}, whose {vernacular name} is {动物界} ?""","SELECT ?answer WHERE { wd:Q43806 wdt:P171 ?answer . ?answer wdt:P1843 ?x FILTER(contains(?x,'动物界'))}"
Tell me event sequence whose name has the word wikidach in it.,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q15900616 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'wikidach')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
What kinds of airplanes do American Airlines operate?,select distinct ?obj where { wd:Q32396 wdt:P121 ?obj . ?obj wdt:P31 wd:Q15056993 }
Name a business division owned by Ford Motor Company,select distinct ?obj where { wd:Q44294 wdt:P199 ?obj . ?obj wdt:P31 wd:Q6881511 }
When was Luc Besson married to Milla Jovovich?,SELECT ?value WHERE { wd:Q484779 p:P26 ?s . ?s ps:P26 wd:Q170576 . ?s pq:P580 ?value}
Which region of Spain shares its border with Granada?,select distinct ?obj where { wd:Q8810 wdt:P47 ?obj . ?obj wdt:P31 wd:Q2074737 }
"Which position held by Vittorio Emanuele III ended on September 8, 1943?","SELECT ?obj WHERE { wd:Q150642 p:P39 ?s . ?s ps:P39 ?obj . ?s pq:P582 ?x filter(contains(YEAR(?x),'1943')) }"
How many democracies are formed by republics?,SELECT (COUNT(?sub) AS ?value ) { ?sub wdt:P122 wd:Q7270 }
What is { position held } of { Henry Morton Stanley } { start time } is { 1895 - 7 - 15 }?,"SELECT ?obj WHERE { wd:Q171421 p:P39 ?s . ?s ps:P39 ?obj . ?s pq:P580 ?x filter(contains(YEAR(?x),'1895')) }"
Until when did Ernest Shackleton hold the record for having traveled the farthest South?,SELECT ?value WHERE { wd:Q957543 p:P1000 ?s . ?s ps:P1000 wd:Q2342357 . ?s pq:P582 ?value}
"Who was the discoverer or inventor of the Trapezium Cluster, that worked in the physics field?",SELECT ?answer WHERE { wd:Q14031 wdt:P61 ?answer . ?answer wdt:P101 wd:Q413}
what is reserve currency that contains the word dollar in their name,"SELECT DISTINCT ?sbj ?sbj_label WHERE { ?sbj wdt:P31 wd:Q756202 . ?sbj rdfs:label ?sbj_label . FILTER(CONTAINS(lcase(?sbj_label), 'dollar')) . FILTER (lang(?sbj_label) = 'en') } LIMIT 25"
When did Thierry Henry become a member of the France national football team?,SELECT ?value WHERE { wd:Q45901 p:P54 ?s . ?s ps:P54 wd:Q47774 . ?s pq:P580 ?value}
What is theaviation accident with the lowest number of injured whose instance of is aviation accident ?,select ?ent where { ?ent wdt:P31 wd:Q744913 . ?ent wdt:P1339 ?obj . ?ent wdt:P31 wd:Q744913} ORDER BY ASC(?obj)LIMIT 5
When did Valentina Tereshkova receive the Order of Lenin?,SELECT ?value WHERE { wd:Q44371 p:P166 ?s . ?s ps:P166 wd:Q185493 . ?s pq:P585 ?value}
What is the musical score of Ave Verum Corpus that has a career in music pedagogue?,SELECT ?answer WHERE { wd:Q955663 wdt:P86 ?answer . ?answer wdt:P106 wd:Q16145150}
What is the family relationship of Eva Braun with Edmund Hitler?,SELECT ?value WHERE { wd:Q76433 p:P1038 ?s . ?s ps:P1038 wd:Q22084776 . ?s pq:P1039 ?value}
How many programming paradigms are there for Visual Basic .NET?,SELECT (COUNT(?obj) AS ?value ) { wd:Q50077 wdt:P3966 ?obj }
which type of quantum particle has highest gyromagnetic ratio?,select ?ent where { ?ent wdt:P31 wd:Q22675015 . ?ent wdt:P2222 ?obj } ORDER BY DESC(?obj)LIMIT 5
What is award received  from  Claudia Cardinale   point in time  is  2002 - 6 - 1 ?,"SELECT ?obj WHERE { wd:Q107006 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'2002')) }"
"What award did Joseph Dalton Hooker receive on January 1, 1885?","SELECT ?obj WHERE { wd:Q157501 p:P166 ?s . ?s ps:P166 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1885')) }"
What is the name of language of Pāli Canon that is different from Pali language?,SELECT ?answer WHERE { wd:Q215685 wdt:P407 ?answer . ?answer wdt:P1889 wd:Q16919429}
"What is the genetic association of Cardiovascular disease, and what drugs are used for treatment?",SELECT ?ans_1 ?ans_2 WHERE { wd:Q389735 wdt:P2293 ?ans_1 . wd:Q389735 wdt:P2176 ?ans_2 }
What is the first name of Joel Quenneville?,SELECT ?answer WHERE { wd:Q1387131 wdt:P735 ?answer . ?answer wdt:P282 wd:Q8229}
What is the federal state that applies to the Australian dollar jurisdiction?,select distinct ?obj where { wd:Q259502 wdt:P1001 ?obj . ?obj wdt:P31 wd:Q43702 }
"For what award was Gilbert N. Lewis nominated on the 1st January, 1925?","SELECT ?obj WHERE { wd:Q208858 p:P1411 ?s . ?s ps:P1411 ?obj . ?s pq:P585 ?x filter(contains(YEAR(?x),'1925')) }"
Which country is Wellington located?,select distinct ?obj where { wd:Q23661 wdt:P17 ?obj . ?obj wdt:P31 wd:Q6256 }
Where  is Charles Nirmalanathan job located?,SELECT ?answer WHERE { wd:Q20855546 wdt:P102 ?X . ?X wdt:P159 ?answer}
What is the hometown of Phil Jackson that is in Sherdan County?,SELECT ?answer WHERE { wd:Q316246 wdt:P551 ?answer . ?answer wdt:P150 wd:Q496629}
What was the academic major of Larry Page who was educated at Stanford University?,SELECT ?value WHERE { wd:Q4934 p:P69 ?s . ?s ps:P69 wd:Q41506 . ?s pq:P812 ?value}
